recno,Name,Survey,zHD,e_zHD,zCMB,zHel,mBcorr,e_mBcorr,c,e_c,x1,e_x1,mB,e_mB,B14,SDSSII-SN,K17,PS1MD,B19,F18,C22,SimbadName,_RA,_DE
52,"2014bv","SOUSA",0.00634,8.5E-4,0.00548,0.00533,13.147,0.482,0.057,0.049,-2.411,0.158,13.67,0.052,0,0,0,0,0,0,1,"SN 2014bv",186.12908,75.53572
599,"2001az","CfA3S",0.04101,8.7E-4,0.04059,0.04069,17.062,0.148,-0.081,0.029,1.115,0.408,16.702,0.048,1,0,0,1,2,0,1,"SN 2001az",248.61449,76.02954
689,"2007ae","CfA3K",0.06533,9.6E-4,0.06485,0.06499,17.832,0.151,-0.013,0.032,1.759,0.287,17.54,0.044,1,0,0,1,2,0,1,"SN 2007ae",255.46695,79.03174
354,"ASASSN-16em","FOUND",0.0239,8.6E-4,0.02296,0.02302,15.741,0.276,0.045,0.039,0.44,0.131,15.918,0.085,0,0,0,0,0,0,1,"ASASSN-16em",203.05916,84.67843
1234,"21042","SDSS",0.30962,0.0012,0.30955,0.3109,21.467,0.256,-0.09,0.053,1.257,0.771,21.146,0.068,1,1,0,1,0,0,1,"SDSS-II SN 21042",315.01154,0.82758
1141,"14298","SDSS",0.26887,0.00117,0.26879,0.2701,21.351,0.215,-0.084,0.044,1.39,0.409,21.033,0.054,1,1,0,1,0,0,1,"SDSS-II SN 14298",314.89504,1.22325
281,"2001dl","LOSS1",0.02049,8.5E-4,0.01983,0.02095,15.873,0.375,0.204,0.031,0.323,0.108,16.572,0.042,0,0,0,0,0,0,1,"SN 2001dl",320.25721,9.18067
172,"2003gt","LOSS1",0.01462,8.5E-4,0.01422,0.01519,14.672,0.242,-0.032,0.027,-0.197,0.032,14.669,0.067,0,0,0,0,0,0,1,"SN 2003gt",308.24633,9.87203
171,"2004eo","CSP",0.0146,8.5E-4,0.0142,0.01517,14.63,0.248,-0.042,0.026,-1.232,0.021,14.759,0.064,1,0,1,1,2,0,1,"SN 2004eo",308.22579,9.92853
178,"PSNJ2043531","FOUND",0.01492,8.5E-4,0.01449,0.01549,14.937,0.372,0.093,0.043,-2.555,0.147,15.737,0.071,0,0,0,0,0,1,1,"PSN J20435314+1230304",310.97142,12.50844
176,"2013fa","LOSS2",0.01472,8.5E-4,0.01429,0.0153,14.536,0.396,0.206,0.03,-0.557,0.089,15.374,0.064,0,0,0,0,0,0,1,"SN 2013fa",310.973,12.5144
559,"PS15bbn","FOUND",0.03624,8.7E-4,0.03602,0.0371,16.932,0.185,-0.047,0.037,1.507,0.251,16.633,0.062,0,0,0,0,0,1,1,"PS15bbn",315.98962,13.36836
212,"2013fw","LOSS2",0.01656,8.5E-4,0.0157,0.01679,14.908,0.216,-0.033,0.022,0.556,0.05,14.792,0.048,0,0,0,0,0,0,1,"SN 2013fw",318.437,13.5759
453,"PS16cvc","FOUND",0.02915,8.6E-4,0.02844,0.02954,16.442,0.181,-0.099,0.036,1.166,0.132,16.063,0.067,0,0,0,0,0,0,1,"PS16cvc",318.09729,14.77919
476,"AT2016cyt","FOUND",0.03059,8.6E-4,0.02965,0.03074,16.106,0.162,-0.099,0.035,-1.772,0.088,16.144,0.059,0,0,0,0,0,0,1,"AT2016cyt",317.39929,15.1255
429,"2006ev","CSP",0.0281,8.6E-4,0.02759,0.02873,16.421,0.215,0.066,0.028,-1.337,0.075,16.795,0.058,0,0,1,1,2,0,1,"SN 2006ev",322.74692,13.98922
573,"AT2016hns","FOUND",0.0374,8.7E-4,0.03704,0.03817,16.726,0.161,-0.097,0.036,-1.005,0.176,16.656,0.055,0,0,0,0,0,0,1,"AT2016hns",324.92104,24.40669
640,"AT2016gmg","FOUND",0.04865,8.8E-4,0.04839,0.04944,17.388,0.179,-0.048,0.048,-1.821,0.278,17.533,0.09,0,0,0,0,0,0,1,"SN 2016gmg",320.92437,33.1146
533,"2003gn","LOSS1",0.03375,8.6E-4,0.03316,0.03438,16.77,0.242,0.048,0.026,-1.095,0.101,17.144,0.039,0,0,0,0,0,0,1,"SN 2003gn",338.46533,20.80236
416,"2002eb","LOSS1",0.02731,9.1E-4,0.02633,0.02751,16.014,0.17,-0.071,0.021,0.783,0.038,15.752,0.04,0,0,0,0,0,0,1,"SN 2002eb",334.77183,24.59439
504,"2006en","LOSS1",0.03162,8.6E-4,0.03081,0.03198,16.394,0.192,0.036,0.029,-0.172,0.146,16.507,0.048,0,0,0,0,0,0,1,"SN 2006en",347.52108,30.22333
505,"2006en","CfA3K",0.03162,8.6E-4,0.03081,0.03198,16.432,0.186,0.023,0.03,-0.464,0.1,16.558,0.052,0,0,0,0,0,0,1,"SN 2006en",347.52108,30.22333
537,"2006gr","LOSS1",0.03428,8.6E-4,0.03352,0.03467,16.666,0.206,0.065,0.03,0.813,0.097,16.706,0.057,1,0,0,0,2,0,1,"SN 2006gr",338.09446,30.82869
538,"2006gr","CfA3K",0.03428,8.6E-4,0.03352,0.03467,16.685,0.21,0.072,0.029,0.803,0.069,16.744,0.055,1,0,0,0,2,0,1,"SN 2006gr",338.09446,30.82869
428,"2010ii","LOSS2",0.02805,8.6E-4,0.02704,0.02814,15.878,0.183,-0.106,0.031,-1.637,0.18,15.904,0.057,0,0,0,0,0,0,1,"SN 2010ii",339.555,35.4917
567,"2008ei","LOSS1",0.03702,0.001,0.03654,0.03766,16.827,0.336,0.183,0.031,0.08,0.223,17.44,0.06,0,0,0,0,0,0,1,"SN 2008ei",334.38854,33.25592
257,"2011fs","LOSS2",0.01875,8.5E-4,0.01822,0.01929,15.294,0.214,-0.036,0.031,1.187,0.091,15.029,0.07,0,0,0,0,0,0,1,"SN 2011fs",334.33133,35.58056
258,"2011fs","SOUSA",0.01875,8.5E-4,0.01822,0.01929,15.234,0.32,-0.084,0.061,0.229,0.81,15.005,0.083,0,0,0,0,0,0,1,"SN 2011fs",334.33133,35.58056
229,"ASASSN-15kx","FOUND",0.0172,8.5E-4,0.01697,0.01802,15.355,0.218,-0.096,0.042,-1.453,0.146,15.361,0.1,0,0,0,0,0,1,1,"ASASSN-15kx",334.049,37.4739
479,"ASASSN-16hr","FOUND",0.03083,8.6E-4,0.0298,0.03086,16.212,0.277,0.055,0.039,1.052,0.198,16.318,0.08,0,0,0,0,0,0,1,"ASASSN-16hr",336.38233,38.98431
204,"ASASSN-15oh","FOUND",0.01587,8.5E-4,0.01579,0.01683,15.139,0.269,0.028,0.047,-1.584,0.173,15.473,0.097,0,0,0,0,0,1,1,"ASASSN-15oh",337.6749,39.29312
18,"2013dy","LOSS2",0.00432,8.4E-4,0.00293,0.00394,12.246,0.514,0.074,0.026,0.872,0.024,12.438,0.081,0,0,0,0,0,0,1,"SN 2013dy",334.573,40.5693
19,"2013dy","SOUSA",0.00432,8.4E-4,0.00293,0.00394,12.308,0.53,0.069,0.046,1.17,0.137,12.448,0.094,0,0,0,0,0,0,1,"SN 2013dy",334.573,40.5693
288,"2001br","LOSS1",0.0209,8.7E-4,0.02046,0.0209,15.559,0.299,0.04,0.044,-1.496,0.137,15.983,0.05,0,0,0,0,0,0,1,"SN 2001br",277.60646,34.10361
325,"2006bq","CfA3K",0.0227,8.6E-4,0.02226,0.02271,15.616,0.201,0.027,0.028,-1.67,0.07,15.941,0.046,0,0,0,0,0,0,1,"SN 2006bq",279.9945,39.98078
454,"ASASSN-15fs","FOUND",0.02917,8.6E-4,0.0285,0.02902,15.986,0.184,0.007,0.035,-0.022,0.131,16.017,0.062,0,0,0,0,0,1,1,"ASASSN-15fs",284.67007,43.46886
208,"2002cs","LOSS1",0.0159,8.5E-4,0.01538,0.01584,14.78,0.271,0.012,0.032,0.528,0.038,14.811,0.071,0,0,0,0,0,0,1,"SN 2002cs",281.74983,45.70547
646,"1998dx","CfA2",0.05018,8.8E-4,0.0498,0.05014,17.316,0.153,-0.107,0.033,-1.596,0.295,17.313,0.046,1,0,0,0,0,0,1,"SN 1998dx",272.79954,49.86131
602,"2014bj","LOSS2",0.04258,0.00507,0.04239,0.043,17.258,0.426,-0.011,0.029,0.808,0.426,17.16,0.073,0,0,0,0,0,0,1,"SN 2014bj",290.66312,43.89081
179,"2011df","LOSS2",0.01493,8.5E-4,0.01402,0.01454,14.599,0.276,0.018,0.033,0.206,0.073,14.697,0.08,0,0,0,0,0,0,1,"SN 2011df",291.89017,54.38647
614,"AT2016cvv","FOUND",0.04438,9.6E-4,0.04404,0.04457,17.294,0.23,0.055,0.044,1.472,0.331,17.22,0.074,0,0,0,0,0,0,1,"AT2016cvv",290.12021,54.20853
1681,"SCP06U4","SNAP",1.04817,0.00178,1.04819,1.05,25.17,0.488,-0.195,0.101,-0.531,1.412,24.804,0.081,0,0,0,0,0,0,1,"SCP06U4",356.37262,-36.54604
449,"1993ah","LOWZ",0.02888,8.8E-4,0.02828,0.0293,16.023,0.655,0.11,0.12,-2.202,0.829,16.631,0.266,0,0,0,0,0,0,1,"SN 1993ah",357.95946,-27.96306
459,"LSQ12gdj","SOUSA",0.02947,8.6E-4,0.02886,0.02991,15.841,0.271,-0.008,0.052,1.271,0.237,15.692,0.043,0,0,0,0,0,0,1,"LSQ12gdj",358.6805,-25.67611
303,"2006et","CfA3K",0.02183,8.6E-4,0.0214,0.0224,15.505,0.282,0.12,0.029,0.789,0.144,15.707,0.034,1,0,1,1,2,0,1,"SN 2006et",10.69092,-23.55844
304,"2006et","CSP",0.02183,8.6E-4,0.0214,0.0224,15.521,0.252,0.108,0.021,0.747,0.033,15.698,0.024,1,0,1,1,2,0,1,"SN 2006et",10.69092,-23.55844
653,"PS16fbb","FOUND",0.05106,8.8E-4,0.05139,0.0525,17.627,0.166,-0.115,0.039,0.641,0.254,17.283,0.044,0,0,0,0,0,0,1,"PS16fbb",1.76317,-20.69684
246,"2000dr","LOSS1",0.0179,8.6E-4,0.01765,0.01867,15.045,0.318,0.048,0.042,-2.729,0.104,15.697,0.035,0,0,0,0,0,0,1,"SN 2000dr",15.4335,-15.56919
707,"PS15bwh","FOUND",0.07158,9.9E-4,0.07149,0.07267,17.996,0.159,-0.081,0.038,0.719,0.214,17.687,0.042,0,0,0,0,0,1,1,"PS15bwh",352.64417,-18.89153
515,"ASASSN-15pr","FOUND",0.03264,8.7E-4,0.03189,0.03309,16.655,0.196,-0.056,0.045,-0.67,0.224,16.654,0.066,0,0,0,0,0,1,1,"ASASSN-15pr",346.665,-12.5729
529,"2005iq","CfA3K",0.03341,8.7E-4,0.03292,0.03404,16.612,0.149,-0.099,0.028,-1.114,0.11,16.554,0.032,1,0,1,1,2,0,1,"SN 2005iq",359.63542,-18.70917
530,"2005iq","CSP",0.03341,8.7E-4,0.03292,0.03404,16.599,0.141,-0.127,0.022,-1.16,0.044,16.492,0.024,1,0,1,1,2,0,1,"SN 2005iq",359.63542,-18.70917
650,"PS15brr","FOUND",0.05049,8.8E-4,0.05063,0.0518,17.293,0.189,-0.079,0.042,0.696,0.268,17.027,0.058,0,0,0,0,0,1,1,"PS15brr",358.35671,-15.65489
326,"2002ef","LOSS1",0.02273,8.7E-4,0.02224,0.02341,15.432,0.357,0.254,0.019,-0.547,0.077,16.379,0.028,0,0,0,0,0,0,1,"SN 2002ef",357.87308,-13.37956
561,"2008hj","CSP",0.03682,8.8E-4,0.03643,0.03761,16.675,0.154,-0.076,0.022,0.184,0.036,16.495,0.029,0,0,1,0,2,0,1,"SN 2008hj",1.00797,-11.16899
562,"2008hj","CfA4p1",0.03682,8.8E-4,0.03643,0.03761,16.631,0.183,-0.091,0.032,-0.464,0.305,16.514,0.039,0,0,1,0,2,0,1,"SN 2008hj",1.00797,-11.16899
654,"2003ic","CfA3S",0.05126,8.8E-4,0.05196,0.05311,17.14,0.2,-0.023,0.037,-1.699,0.251,17.386,0.059,0,0,0,0,2,0,1,"SN 2003ic",10.45973,-9.30531
270,"2006ej","LOSS1",0.02023,8.5E-4,0.01926,0.02038,15.347,0.186,-0.046,0.029,-1.657,0.08,15.49,0.036,1,0,1,1,0,0,1,"SN 2006ej",9.74904,-9.01572
271,"2006ej","SOUSA",0.02023,8.5E-4,0.01926,0.02038,15.248,0.294,0.058,0.052,-1.257,0.216,15.596,0.045,1,0,1,1,0,0,1,"SN 2006ej",9.74904,-9.01572
272,"2006ej","CSP",0.02023,8.5E-4,0.01926,0.02038,15.323,0.188,-0.044,0.027,-1.523,0.046,15.451,0.033,1,0,1,1,0,0,1,"SN 2006ej",9.74904,-9.01572
273,"2006ej","CfA3K",0.02023,8.5E-4,0.01926,0.02038,15.395,0.186,-0.03,0.029,-1.091,0.08,15.492,0.038,1,0,1,1,0,0,1,"SN 2006ej",9.74904,-9.01572
531,"PS15bsq","FOUND",0.03371,8.6E-4,0.03309,0.0343,16.527,0.157,-0.069,0.033,0.512,0.132,16.283,0.042,0,0,0,0,0,1,1,"PS15bsq",355.46737,-8.63789
48,"2007le","LOSS1",0.0063,8.4E-4,0.00552,0.00672,12.822,0.533,0.209,0.019,0.206,0.037,13.578,0.029,0,0,1,0,0,0,1,"SN 2007le",354.70186,-6.52269
49,"2007le","CSP",0.0063,8.4E-4,0.00552,0.00672,12.831,0.537,0.207,0.021,0.235,0.027,13.575,0.028,0,0,1,0,0,0,1,"SN 2007le",354.70186,-6.52269
50,"2007le","CfA4p1",0.0063,8.4E-4,0.00552,0.00672,12.767,0.537,0.226,0.026,0.273,0.048,13.57,0.035,0,0,1,0,0,0,1,"SN 2007le",354.70186,-6.52269
366,"ASASSN-15sf","FOUND",0.02432,0.00131,0.02349,0.02468,15.979,0.234,-0.07,0.033,0.873,0.136,15.717,0.041,0,0,0,0,0,1,1,"ASASSN-15sf",2.865,-6.4273
378,"2003he","LOSS1",0.02491,8.7E-4,0.02404,0.02526,15.833,0.239,0.033,0.02,0.339,0.046,15.955,0.03,0,0,0,0,0,0,1,"SN 2003he",359.73771,-2.24808
1132,"13099","SDSS",0.26463,0.00105,0.26451,0.26602,21.419,0.255,-0.018,0.048,0.297,0.824,21.288,0.054,1,1,0,1,0,0,1,"SDSS-II SN 13099",359.819,-1.25039
487,"2008gg","LOSS2",0.03114,8.7E-4,0.03107,0.03203,16.417,0.235,0.04,0.032,1.124,0.296,16.35,0.038,0,0,1,0,0,0,1,"SN 2008gg",21.346,-18.17244
488,"2008gg","CSP",0.03114,8.7E-4,0.03107,0.03203,16.288,0.183,0.034,0.023,0.834,0.051,16.247,0.027,0,0,1,0,0,0,1,"SN 2008gg",21.346,-18.17244
612,"MASTERJ0134","FOUND",0.04369,8.7E-4,0.04391,0.04485,17.006,0.176,-0.071,0.044,0.402,0.2,16.803,0.065,0,0,0,0,0,0,1,"MASTER OT J013415.01-174843.9",23.56254,-17.81219
705,"ATLAS16bwu","FOUND",0.07091,8.9E-4,0.07074,0.0718,18.118,0.227,0.043,0.04,0.107,0.294,18.238,0.045,0,0,0,0,0,0,1,"ATLAS16bwu",18.59267,-13.15306
234,"2006ef","LOSS1",0.01734,8.5E-4,0.01694,0.01781,15.108,0.219,-0.057,0.026,-1.565,0.068,15.247,0.031,0,0,1,1,2,0,1,"SN 2006ef",31.08137,-8.72847
300,"2018fop","CNIa0.02",0.02151,8.6E-4,0.02017,0.02121,15.337,0.197,-0.077,0.03,0.648,0.136,15.086,0.051,0,0,0,0,0,0,1,"SN 2018fop",18.82546,-6.85904
51,"1998dm","LOSS1",0.00631,8.5E-4,0.00567,0.00667,13.58,0.562,0.229,0.04,0.561,0.053,14.399,0.042,0,0,0,0,0,0,1,"SN 1998dm",21.55821,-6.10389
638,"ASASSN-15pm","FOUND",0.04837,8.9E-4,0.04777,0.04879,17.121,0.152,-0.058,0.035,-0.07,0.175,16.99,0.042,0,0,0,0,0,1,1,"ASASSN-15pm",24.65033,-4.68001
671,"2005hj","CSP",0.05708,8.8E-4,0.05631,0.05739,17.737,0.169,-0.026,0.024,1.619,0.105,17.472,0.03,1,1,1,2,0,0,0,"SN 2005hj",21.70167,-1.23811
1099,"5736","SDSS",0.25407,0.00511,0.25394,0.2552,21.202,0.166,-0.01,0.036,-0.189,0.317,21.155,0.043,1,1,0,1,0,0,1,"SDSS-II SN 5736",22.86279,-0.63167
1544,"1303952","DES",0.56269,0.0014,0.56263,0.56387,23.349,0.264,-0.2,0.046,0.582,0.546,22.882,0.071,0,0,0,0,2,0,1,"DES15X2dzq",35.87176,-6.92194
1162,"1317286","DES",0.28207,0.00511,0.28198,0.283,21.346,0.164,-0.1,0.027,0.728,0.158,21.022,0.032,0,0,0,0,2,0,1,"DES14X2rao",36.0079,-6.81061
1639,"1304127","DES",0.72866,0.0052,0.72861,0.73,23.752,0.282,-0.244,0.073,0.437,0.758,23.352,0.065,0,0,0,0,2,0,1,"DES15X2dzo",35.18049,-6.95111
1428,"1295027","DES",0.42568,0.00129,0.42562,0.42676,22.451,0.194,-0.041,0.049,-0.25,0.486,22.368,0.07,0,0,0,0,2,0,1,"DES14X2aph",35.43274,-6.94056
1585,"1308957","DES",0.61875,0.00518,0.61869,0.62,23.463,0.388,-0.141,0.104,-0.26,0.89,23.186,0.12,0,0,0,0,2,0,1,"DES15X2efk",35.13385,-6.62402
1196,"1303004","DES",0.29504,0.00512,0.29496,0.296,21.509,0.172,-0.069,0.028,0.812,0.16,21.248,0.032,0,0,0,0,2,0,1,"DES14X2gxr",35.29462,-6.46312
1240,"1337838","DES",0.31203,0.0012,0.31195,0.313,21.697,0.158,-0.044,0.026,0.995,0.201,21.481,0.033,0,0,0,0,2,0,1,"DES15X2mzv",35.49601,-6.4982
1576,"1335564","DES",0.60626,0.00143,0.6062,0.6075,23.363,0.274,-0.044,0.05,0.39,0.641,23.196,0.069,0,0,0,0,2,0,1,"DES15X2mey",35.12813,-6.44647
1443,"1310338","DES",0.4389,0.00514,0.43883,0.44,22.215,0.209,0.013,0.028,-0.407,0.315,22.324,0.034,0,0,0,0,2,0,1,"DES14X2mqz",35.04199,-6.37668
1606,"1338266","DES",0.64852,0.00146,0.64846,0.6498,23.787,0.271,-0.114,0.069,-0.297,0.606,23.548,0.058,0,0,0,0,2,0,1,"DES15X1mzz",34.90503,-5.86912
1176,"1313594","DES",0.28844,0.00118,0.28835,0.2894,21.496,0.135,-0.106,0.029,0.516,0.159,21.169,0.033,0,0,0,0,2,0,1,"DES14X1oes",34.83293,-5.78942
1382,"1343401","DES",0.38291,0.00126,0.38284,0.38397,22.115,0.205,-0.061,0.038,0.927,0.705,21.83,0.045,0,0,0,0,2,0,1,"DES15X1odo",34.57212,-5.65487
1494,"1337272","DES",0.50282,0.00135,0.50276,0.504,22.908,0.217,-0.082,0.049,-0.986,0.567,22.809,0.061,0,0,0,0,2,0,1,"DES15X1mvl",34.12842,-5.68055
1423,"1345594","DES",0.42249,0.00129,0.42242,0.4236,22.427,0.274,-0.151,0.051,-0.033,1.144,22.077,0.064,0,0,0,0,2,0,1,"DES15X1oqk",33.8987,-5.59982
1602,"1308568","DES",0.64311,0.00146,0.64305,0.64442,23.108,0.407,0.103,0.091,-0.033,1.023,23.248,0.122,0,0,0,0,2,0,1,"DES15X1eei",33.8732,-5.05255
1181,"1310395","DES",0.28907,0.00511,0.28899,0.29,21.449,0.276,0.057,0.032,-0.883,0.27,21.8,0.039,0,0,0,0,2,0,1,"DES14X2mgg",36.53432,-6.75999
1201,"1293319","DES",0.29695,0.00119,0.29687,0.2979,21.498,0.209,-0.012,0.032,1.832,0.27,21.301,0.04,0,0,0,0,2,0,1,"DES14X2ags",36.00241,-6.49773
816,"1296657","DES",0.14638,0.00108,0.14624,0.14715,19.933,0.206,-0.007,0.042,0.789,0.357,19.86,0.066,0,0,0,0,2,0,1,"DES14X2bnz",36.25519,-6.27856
1214,"1339002","DES",0.30304,0.0012,0.30296,0.304,21.567,0.273,0.096,0.046,-1.238,0.388,21.994,0.047,0,0,0,0,2,0,1,"DES15X2nkl",35.83055,-6.52631
1372,"1282736","DES",0.37805,0.00125,0.37798,0.37908,22.107,0.222,0.07,0.043,-0.76,0.412,22.381,0.06,0,0,0,0,2,0,1,"DES15X2asp",35.80932,-6.26809
936,"1334620","DES",0.19635,0.00112,0.19624,0.1972,20.64,0.292,0.206,0.036,-0.463,0.315,21.262,0.047,0,0,0,0,2,0,1,"DES15X2lxw",35.75294,-6.26418
935,"1298893","DES",0.19627,0.00112,0.19616,0.19712,20.587,0.253,-0.023,0.097,-2.06,0.661,20.834,0.073,0,0,0,0,2,0,1,"DES14X2eei",35.72403,-6.25683
1077,"1334645","DES",0.24711,0.00115,0.24701,0.248,20.945,0.135,-0.077,0.029,-0.863,0.175,20.891,0.035,0,0,0,0,2,0,1,"DES15X2mei",36.37959,-5.87899
1217,"1287626","DES",0.30404,0.00512,0.30396,0.305,21.466,0.22,-0.018,0.031,0.154,0.43,21.443,0.036,0,0,0,0,2,0,1,"DES13X2agef",35.93182,-5.96122
1579,"1332413","DES",0.60878,0.00518,0.60873,0.61,23.365,0.229,-0.123,0.041,1.201,0.504,22.978,0.053,0,0,0,0,2,0,1,"DES15X2lnb",36.27489,-5.85303
1039,"1336687","DES",0.23391,0.00114,0.23381,0.2348,20.926,0.291,0.08,0.028,0.392,0.163,21.217,0.037,0,0,0,0,2,0,1,"DES15X2mpm",35.60581,-6.14986
1452,"1291080","DES",0.44391,0.00514,0.44384,0.445,22.554,0.289,0.004,0.049,-1.29,0.667,22.705,0.069,0,0,0,0,2,0,1,"DES14X2dl",35.68456,-6.06357
1473,"1339149","DES",0.46887,0.00132,0.4688,0.46998,22.51,0.232,0.016,0.042,-0.263,0.505,22.609,0.053,0,0,0,0,2,0,1,"DES15X2nkz",35.55503,-5.87171
1051,"1317277","DES",0.23721,0.00115,0.23711,0.2381,20.972,0.202,0.027,0.035,-1.4,0.318,21.25,0.041,0,0,0,0,2,0,1,"DES14X2raq",35.90315,-5.48146
1315,"1329312","DES",0.34487,0.00123,0.34479,0.34586,21.98,0.17,-0.064,0.036,-1.426,0.333,22.026,0.044,0,0,0,0,2,0,1,"DES15X3kxu",36.2633,-5.5418
1220,"1259412","DES",0.30486,0.0012,0.30477,0.30581,21.649,0.137,-0.048,0.028,0.87,0.144,21.403,0.031,0,0,0,1,2,0,1,"DES13X3syi",36.34541,-5.32413
809,"1317666","DES",0.14134,0.00107,0.1412,0.1421,19.871,0.259,0.067,0.03,-0.14,0.106,20.194,0.042,0,0,0,0,2,0,1,"DES15X3kqv",36.77105,-5.00309
1285,"1338675","DES",0.33056,0.00122,0.33048,0.33153,21.914,0.213,0.022,0.027,0.02,0.19,22.028,0.034,0,0,0,0,2,0,1,"DES15X3naa",36.74366,-4.96774
1612,"03D1co","SNLS",0.67773,0.00172,0.67767,0.679,23.972,0.311,-0.04,0.067,0.679,0.407,23.811,0.045,1,0,0,1,0,0,1,"SNLS 03D1co",36.56775,-4.93505
1282,"1301933","DES",0.32968,0.00122,0.3296,0.33065,21.85,0.112,-0.133,0.023,-0.225,0.088,21.573,0.029,0,0,0,0,2,0,1,"DES14X3ftq",36.66372,-4.97076
1634,"04D1aj","SNLS",0.71969,0.0101,0.71964,0.721,23.717,0.341,-0.028,0.066,0.38,0.359,23.622,0.035,1,0,0,1,0,0,1,"SNLS 04D1aj",36.47483,-4.99461
1616,"05D1ke","SNLS",0.68872,0.0101,0.68867,0.69,23.561,0.225,-0.111,0.049,0.21,0.258,23.328,0.027,1,0,0,1,0,0,1,"SNLS 05D1ke",36.69288,-4.86249
1596,"04D1pu","SNLS",0.63777,0.00169,0.63771,0.639,23.277,0.442,0.097,0.081,-1.599,0.371,23.747,0.052,1,0,0,1,0,0,1,"SNLS 04D1pu",36.86864,-4.74493
1317,"03D1bp","SNLS",0.34602,0.0015,0.34594,0.347,22.079,0.134,-0.049,0.026,-1.153,0.112,22.133,0.03,1,0,0,1,0,0,1,"SNLS 03D1bp",36.65723,-4.83878
1568,"05D1hm","SNLS",0.58582,0.00166,0.58575,0.587,23.454,0.372,0.145,0.04,1.083,0.285,23.826,0.035,1,0,0,1,0,0,1,"SNLS 05D1hm",36.94257,-4.71729
1434,"440236","PS1MD",0.42895,0.01007,0.42888,0.43,22.391,0.192,-0.084,0.038,-0.769,0.522,22.262,0.045,0,0,0,3,0,0,1,"[JSR2018] psc440236",37.10185,-4.42461
1352,"1308582","DES",0.36713,0.00124,0.36705,0.36812,21.956,0.149,-0.075,0.035,-0.444,0.333,21.833,0.046,0,0,0,0,2,0,1,"DES15X3flq",37.13724,-4.37277
1175,"1334644","DES",0.28814,0.00118,0.28806,0.2891,21.455,0.186,-0.06,0.036,-1.763,0.368,21.564,0.038,0,0,0,0,2,0,1,"DES15X2lxv",35.10722,-5.77254
1397,"1329615","DES",0.40368,0.00127,0.40361,0.40474,22.363,0.212,-0.014,0.041,-0.473,0.555,22.379,0.054,0,0,0,0,2,0,1,"DES15X2kvt",35.4427,-5.63985
1574,"1338233","DES",0.60155,0.00143,0.60149,0.60279,23.503,0.394,-0.116,0.072,-1.446,0.927,23.422,0.097,0,0,0,0,2,0,1,"DES15X1mwg",35.1227,-5.52929
1253,"100163","PS1MD",0.31782,0.00149,0.31773,0.3188,21.821,0.194,-0.076,0.051,0.295,0.464,21.582,0.085,0,0,0,3,0,0,1,"[JSR2018] psc100163",35.44234,-5.1516
1258,"440509","PS1MD",0.31901,0.01006,0.31892,0.32,21.641,0.202,-0.094,0.061,-0.438,0.654,21.469,0.084,0,0,0,3,0,0,1,"[JSR2018] psc440509",34.84963,-5.43037
1016,"1292560","DES",0.22493,0.00114,0.22482,0.22582,20.86,0.158,-0.131,0.028,0.289,0.156,20.535,0.035,0,0,0,0,2,0,1,"DES14X1qn",35.05578,-5.36113
1510,"1334470","DES",0.51883,0.00516,0.51876,0.52,22.942,0.249,-0.001,0.038,0.995,0.577,22.836,0.053,0,0,0,0,2,0,1,"DES15X1mav",35.0537,-4.9472
1109,"1297026","DES",0.25865,0.00116,0.25855,0.25956,21.257,0.147,-0.048,0.031,-0.718,0.205,21.246,0.036,0,0,0,0,2,0,1,"DES14X3amb",35.82099,-5.18215
1489,"1305504","DES",0.49566,0.00134,0.4956,0.49679,22.892,0.118,-0.089,0.025,-0.463,0.163,22.729,0.03,0,0,0,0,2,0,1,"DES14X3jmx",36.05844,-5.16458
1511,"310260","PS1MD",0.51885,0.01008,0.51879,0.52,22.929,0.208,-0.061,0.051,-0.02,0.543,22.714,0.045,0,0,0,3,0,0,1,"[JSR2018] psc310260",36.16891,-5.10431
1670,"04D1ks","SNLS",0.79662,0.01011,0.79656,0.798,23.65,0.371,0.105,0.06,0.689,0.262,23.846,0.037,1,0,0,1,0,0,1,"SNLS 04D1ks",36.03965,-4.97872
1549,"05D1dn","SNLS",0.56481,0.00164,0.56475,0.566,23.234,0.191,-0.023,0.034,1.234,0.224,23.021,0.027,1,0,0,1,0,0,1,"SNLS 05D1dn",36.11104,-4.99156
1263,"580104","PS1MD",0.32223,0.00121,0.32214,0.3232,21.61,0.156,-0.057,0.035,-0.734,0.251,21.557,0.046,0,0,0,3,2,0,1,"[JSR2018] psc580104",36.11964,-4.9673
1264,"1261579","DES",0.32223,0.00121,0.32214,0.3232,21.624,0.136,-0.009,0.024,-0.171,0.111,21.62,0.031,0,0,0,3,2,0,1,"DES13X3woy",36.11964,-4.9673
1320,"330089","PS1MD",0.34881,0.0015,0.34872,0.3498,22.119,0.217,0.028,0.039,0.682,0.536,22.121,0.047,0,0,0,3,0,0,1,"[JSR2018] psc330089",36.19027,-4.82214
1542,"04D1hx","SNLS",0.55882,0.00164,0.55875,0.56,23.045,0.355,0.112,0.034,0.276,0.191,23.439,0.028,1,0,0,1,0,0,1,"SNLS 04D1hx",36.17706,-4.79032
