recno,Name,Survey,zHD,e_zHD,zCMB,zHel,mBcorr,e_mBcorr,c,e_c,x1,e_x1,mB,e_mB,B14,SDSSII-SN,K17,PS1MD,B19,F18,C22,SimbadName,_RA,_DE
681,"2008bz","CfA4p1",0.06099,8.9E-4,0.0613,0.06015,17.94,0.158,-0.137,0.036,0.013,0.361,17.627,0.055,0,0,1,1,2,0,1,"SN 2008bz",189.74036,11.12933
14,"1990N","LOWZ",0.00359,8.4E-4,0.00462,0.00355,12.444,0.55,-0.006,0.026,0.629,0.066,12.403,0.034,0,0,0,0,0,0,1,"SN 1990N",190.73617,13.2565
367,"2005bg","CSP",0.02434,8.5E-4,0.02414,0.02303,15.757,0.2,-0.061,0.022,0.387,0.057,15.586,0.028,1,0,1,0,0,0,1,"SN 2005bg",184.32179,16.3715
372,"2008bf","LOSS1",0.02462,0.00131,0.02451,0.02342,15.853,0.234,-0.149,0.027,0.315,0.066,15.471,0.034,1,0,1,1,2,0,1,"SN 2008bf",181.01199,20.24508
373,"2008bf","CSP",0.02462,0.00131,0.02451,0.02342,15.799,0.23,-0.149,0.022,0.396,0.028,15.406,0.028,1,0,1,1,2,0,1,"SN 2008bf",181.01199,20.24508
374,"2008bf","CfA3K",0.02462,0.00131,0.02451,0.02342,15.637,0.232,-0.056,0.026,0.336,0.068,15.451,0.035,1,0,1,1,2,0,1,"SN 2008bf",181.01199,20.24508
318,"2006cp","CfA3K",0.02239,8.5E-4,0.02334,0.02229,15.518,0.301,0.057,0.028,0.323,0.075,15.727,0.034,1,0,0,0,2,0,1,"SN 2006cp",184.81204,22.42728
319,"2006cp","LOSS1",0.02239,8.5E-4,0.02334,0.02229,15.607,0.242,-0.016,0.026,0.042,0.095,15.614,0.032,1,0,0,0,2,0,1,"SN 2006cp",184.81204,22.42728
670,"PS16aer","FOUND",0.05693,8.8E-4,0.05668,0.05547,17.786,0.174,0.032,0.035,-0.053,0.22,17.863,0.042,0,0,0,0,0,0,1,"PS16aer",163.74246,14.27158
337,"2007ci","LOSS1",0.02331,8.5E-4,0.02295,0.02184,15.395,0.266,-0.044,0.027,-2.463,0.097,15.66,0.032,1,0,0,0,0,0,1,"SN 2007ci",176.44104,19.77053
338,"2007ci","CfA3K",0.02331,8.5E-4,0.02295,0.02184,15.177,0.278,0.012,0.028,-2.792,0.097,15.629,0.034,1,0,0,0,0,0,1,"SN 2007ci",176.44104,19.77053
20,"2012ht","SOUSA",0.00465,8.4E-4,0.00465,0.00352,12.678,0.441,-0.066,0.041,-1.279,0.113,12.751,0.038,0,0,0,0,0,0,1,"SN 2012ht",163.345,16.7764
21,"2012ht","CSP",0.00465,8.4E-4,0.00465,0.00352,12.78,0.42,-0.128,0.023,-1.164,0.039,12.693,0.028,0,0,0,0,0,0,1,"SN 2012ht",163.345,16.7764
37,"1994ae","CfA1",0.00588,8.4E-4,0.0054,0.00427,12.929,0.339,-0.073,0.026,0.438,0.055,12.696,0.035,0,0,0,0,0,0,1,"SN 1994ae",161.75808,17.27522
642,"PS16el","FOUND",0.0494,8.7E-4,0.04896,0.0478,17.216,0.175,-0.04,0.038,-1.311,0.15,17.341,0.048,0,0,0,0,0,0,1,"PS16el",162.80225,19.3625
295,"2007bc","LOSS1",0.02131,8.5E-4,0.02187,0.02075,15.503,0.179,-0.021,0.025,-1.012,0.061,15.608,0.031,0,0,0,0,0,0,1,"SN 2007bc",169.81917,20.81333
296,"2007bc","CSP",0.02131,8.5E-4,0.02187,0.02075,15.481,0.175,-0.036,0.022,-1.093,0.034,15.564,0.025,0,0,0,0,0,0,1,"SN 2007bc",169.81917,20.81333
297,"2007bc","CfA3K",0.02131,8.5E-4,0.02187,0.02075,15.489,0.186,-0.021,0.029,-1.285,0.081,15.636,0.034,0,0,0,0,0,0,1,"SN 2007bc",169.81917,20.81333
315,"2004bg","LOSS1",0.02234,8.5E-4,0.02214,0.02103,15.52,0.197,-0.149,0.026,0.193,0.067,15.179,0.031,0,0,0,0,0,0,1,"SN 2004bg",170.25637,21.33983
316,"2004bg","CfA3S",0.02234,8.5E-4,0.02214,0.02103,15.617,0.203,-0.09,0.029,0.584,0.117,15.344,0.046,0,0,0,0,0,0,1,"SN 2004bg",170.25637,21.33983
349,"ATLAS17bas","FOUND",0.02357,8.5E-4,0.02331,0.02222,15.319,0.26,0.027,0.033,0.801,0.122,15.378,0.04,0,0,0,0,0,1,1,"ATLAS17bas",166.89787,22.85122
523,"2004as","LOSS1",0.03296,8.6E-4,0.0325,0.03139,16.479,0.219,0.027,0.019,-0.252,0.087,16.653,0.023,1,0,0,0,2,0,1,"SN 2004as",171.41327,22.83029
524,"2004as","CfA3S",0.03296,8.6E-4,0.0325,0.03139,16.638,0.224,0.022,0.028,0.421,0.138,16.699,0.032,1,0,0,0,2,0,1,"SN 2004as",171.41327,22.83029
426,"ASASSN-16av","FOUND",0.02773,8.6E-4,0.02676,0.02567,16.094,0.289,0.161,0.037,0.781,0.214,16.438,0.046,0,0,0,0,0,0,1,"ASASSN-16av",177.8675,22.02636
194,"2001V","CfA3S",0.01557,0.00124,0.01592,0.01488,14.537,0.289,-0.033,0.026,0.914,0.08,14.322,0.032,1,0,0,0,2,0,1,"SN 2001V",179.35379,25.20264
195,"2001V","LOWZ",0.01557,0.00124,0.01592,0.01488,14.554,0.289,-0.054,0.025,0.867,0.042,14.294,0.03,1,0,0,0,2,0,1,"SN 2001V",179.35379,25.20264
205,"1994S","CfA1",0.01588,8.5E-4,0.01619,0.01524,14.776,0.223,-0.102,0.028,0.304,0.183,14.497,0.036,1,0,0,0,0,0,1,"SN 1994S",187.84104,29.13444
413,"ASASSN-17at","FOUND",0.02713,8.6E-4,0.02643,0.02537,15.998,0.185,-0.023,0.034,-1.468,0.271,16.172,0.041,0,0,0,0,0,0,1,"ASASSN-17at",174.64025,25.39727
541,"ATLAS17ajs","FOUND",0.03451,8.6E-4,0.0337,0.03265,16.723,0.357,0.176,0.038,1.822,0.387,17.09,0.047,0,0,0,0,0,1,1,"ATLAS17ajs",171.97717,27.34575
132,"2011ao","SOUSA",0.01195,8.4E-4,0.01168,0.01074,14.244,0.3,-0.085,0.043,0.415,0.136,14.014,0.037,0,0,0,0,0,0,1,"SN 2011ao",178.46262,33.36286
800,"15171","SDSS",0.13826,0.00107,0.13818,0.1392,19.697,0.157,-0.073,0.026,0.67,0.147,19.455,0.058,1,1,0,1,0,0,1,"SDSS-II SN 15171",304.79254,-1.0645
829,"2031","SDSS",0.15195,0.00108,0.15186,0.153,19.795,0.156,-0.128,0.024,0.488,0.143,19.449,0.044,1,1,0,1,0,0,1,"SDSS-II SN 2031",312.043,-1.17137
869,"15648","SDSS",0.17392,9.8E-4,0.17383,0.17501,20.346,0.317,0.12,0.047,-1.38,0.385,20.822,0.074,1,1,0,1,0,0,1,"SDSS-II SN 15648",313.71875,-0.19556
842,"14782","SDSS",0.15931,0.00109,0.15922,0.1604,19.697,0.141,-0.014,0.028,-0.318,0.135,19.703,0.052,0,1,0,0,0,0,1,"SDSS-II SN 14782",314.23375,-0.27889
931,"14984","SDSS",0.19557,0.00112,0.19549,0.1967,20.655,0.194,0.049,0.035,0.979,0.337,20.637,0.058,1,1,0,1,0,0,1,"SDSS-II SN 14984",313.83358,-0.09278
916,"5994","SDSS",0.18809,0.0051,0.18801,0.1892,20.492,0.19,-0.062,0.031,0.748,0.266,20.259,0.056,1,1,0,1,0,0,1,"SDSS-II SN 5994",312.6025,-0.16789
811,"17568","SDSS",0.14345,0.00108,0.14335,0.1445,20.262,0.37,0.218,0.049,0.572,0.417,20.924,0.078,0,1,0,0,0,0,1,"SDSS-II SN 17568",313.103,0.27747
1374,"7779","SDSS",0.37991,0.00125,0.37986,0.3812,22.043,0.218,-0.147,0.051,0.327,0.916,21.683,0.057,1,1,0,1,0,0,1,"SDSS-II SN 7779",310.08021,-0.00719
1221,"12883","SDSS",0.30526,0.0012,0.30519,0.3065,21.339,0.306,-0.054,0.075,-2.038,0.893,21.362,0.106,1,1,0,1,0,0,1,"SDSS-II SN 12883",312.62587,0.39869
855,"20430","SDSS",0.16603,0.00109,0.16593,0.1671,20.241,0.24,0.023,0.034,-1.198,0.524,20.531,0.056,1,1,0,1,0,0,1,"SDSS-II SN 20430",312.417,0.46851
137,"2002ha","LOSS1",0.01258,8.5E-4,0.0122,0.01321,14.455,0.239,-0.091,0.025,-1.466,0.034,14.47,0.062,1,0,0,0,2,0,1,"SN 2002ha",311.82748,0.3126
138,"2002ha","CfA3S",0.01258,8.5E-4,0.0122,0.01321,14.472,0.249,-0.073,0.032,-1.301,0.074,14.503,0.066,1,0,0,0,2,0,1,"SN 2002ha",311.82748,0.3126
872,"5350","SDSS",0.17438,0.0011,0.17431,0.1754,20.252,0.182,-0.083,0.046,-0.611,0.323,20.143,0.101,0,2,0,0,0,0,1,"SDSS-II SN 5350",307.21917,-0.77928
815,"17605","SDSS",0.14542,9.6E-4,0.14533,0.14643,19.899,0.208,0.023,0.04,0.804,0.453,19.844,0.066,1,1,0,1,0,0,1,"SDSS-II SN 17605",309.2025,0.09833
1066,"19023","SDSS",0.2441,0.00511,0.24405,0.2452,21.043,0.241,-0.125,0.042,1.616,0.502,20.607,0.075,1,1,0,1,0,0,1,"SDSS-II SN 19023",307.11696,0.00622
1204,"6137","SDSS",0.29893,0.00119,0.29888,0.3001,21.667,0.254,-0.139,0.054,0.467,0.776,21.312,0.076,1,1,0,1,0,0,1,"SDSS-II SN 6137",307.93617,0.24475
878,"14451","SDSS",0.17737,0.0011,0.17729,0.1784,20.224,0.136,-0.102,0.029,0.316,0.173,19.935,0.054,1,1,0,1,0,0,1,"SDSS-II SN 14451",308.19496,0.92708
803,"12928","SDSS",0.13875,0.00107,0.13868,0.1397,19.747,0.174,-0.061,0.035,-0.543,0.379,19.679,0.067,1,1,0,1,0,0,1,"SDSS-II SN 12928",305.00904,-0.97569
1134,"6315","SDSS",0.26583,0.00117,0.26576,0.267,21.071,0.204,-0.191,0.039,-0.098,0.371,20.697,0.051,1,1,0,1,0,0,1,"SDSS-II SN 6315",310.48283,1.09203
725,"12779","SDSS",0.07906,9.0E-4,0.07891,0.07995,18.531,0.237,0.108,0.032,-0.63,0.249,18.949,0.067,1,1,0,0,0,0,1,"SDSS-II SN 12779",309.47187,1.22114
386,"2011dn","SOUSA",0.02513,8.5E-4,0.02443,0.02527,15.205,0.332,0.052,0.058,0.216,0.276,15.413,0.105,0,0,0,0,0,0,1,"SN 2011dn",299.648,2.6045
358,"2010gp","SOUSA",0.02411,8.5E-4,0.02436,0.02427,15.218,0.398,0.174,0.053,-0.512,0.247,15.938,0.059,0,0,0,0,0,0,1,"SN 2010gp",253.23912,2.38789
357,"PS1-14xw","SOUSA",0.02411,8.5E-4,0.02436,0.02427,15.852,0.309,-0.037,0.057,1.228,0.709,15.621,0.06,0,0,0,0,0,0,1,"PS1-14xw",253.24012,2.39347
306,"2001cp","LOSS1",0.02198,8.5E-4,0.02245,0.02246,15.712,0.215,-0.045,0.047,1.01,0.087,15.452,0.093,0,0,0,0,0,0,1,"SN 2001cp",257.76075,5.84078
94,"2002er","LOSS1",0.00906,8.4E-4,0.00853,0.00855,13.546,0.368,0.044,0.031,-0.928,0.035,13.905,0.094,0,0,0,0,0,0,1,"SN 2002er",257.8745,7.99578
95,"2002er","LOWZ",0.00906,8.4E-4,0.00853,0.00855,13.497,0.409,0.103,0.035,-0.901,0.052,14.057,0.095,0,0,0,0,0,0,1,"SN 2002er",257.8745,7.99578
113,"1999ac","LOSS1",0.01017,8.4E-4,0.00979,0.00947,13.665,0.364,0.041,0.038,0.111,0.04,13.864,0.04,1,0,0,0,0,0,1,"SN 1999ac",241.81254,7.97233
114,"1999ac","CfA2",0.01017,8.4E-4,0.00979,0.00947,13.714,0.341,0.038,0.025,0.161,0.033,13.896,0.038,1,0,0,0,0,0,1,"SN 1999ac",241.81254,7.97233
552,"PTSS-16efw","FOUND",0.03568,8.6E-4,0.03542,0.03557,16.981,0.187,-0.125,0.049,-0.14,0.16,16.735,0.127,0,0,0,0,0,0,1,"PTSS-16efw",263.9075,8.80899
240,"1998V","CfA2",0.01752,8.5E-4,0.01718,0.01758,14.894,0.23,0.005,0.041,-0.23,0.064,14.946,0.117,1,0,0,0,0,0,1,"SN 1998V",275.65583,15.70233
177,"2000dm","LOSS1",0.01484,8.5E-4,0.01472,0.0151,14.758,0.269,-0.114,0.049,-2.123,0.119,14.841,0.108,0,0,0,0,0,0,1,"SN 2000dm",274.74571,16.24817
250,"ASASSN-17co","FOUND",0.01826,8.6E-4,0.01791,0.01826,14.948,0.279,0.104,0.039,-0.583,0.151,15.349,0.073,0,0,0,0,0,0,1,"ASASSN-17co",272.33629,18.29819
216,"SN2016gfr","FOUND",0.01671,8.6E-4,0.0163,0.01669,14.646,0.244,-0.023,0.038,0.127,0.111,14.635,0.083,0,0,0,0,0,0,1,"SN2016gfr",274.89821,23.78589
344,"ASASSN-15nr","FOUND",0.02344,8.7E-4,0.02309,0.0232,15.58,0.262,0.029,0.04,1.207,0.19,15.582,0.083,0,0,0,0,0,1,1,"ASASSN-15nr",261.67433,13.90985
481,"1990O","LOWZ",0.03091,8.7E-4,0.03093,0.03099,16.24,0.164,-0.07,0.033,0.518,0.182,15.991,0.064,0,0,0,0,0,0,1,"SN 1990O",258.89967,16.32383
291,"ASASSN-16lg","FOUND",0.02116,8.6E-4,0.02093,0.02117,15.122,0.201,-0.041,0.039,-1.333,0.176,15.233,0.061,0,0,0,0,0,0,1,"ASASSN-16lg",267.05157,17.62544
672,"2008eq","LOSS2",0.05728,8.8E-4,0.0568,0.0568,17.816,0.22,0.101,0.034,0.505,0.243,17.972,0.053,0,0,0,0,0,0,1,"SN 2008eq",255.02917,23.13128
583,"SN2017ciy","FOUND",0.03834,0.00136,0.03762,0.03765,17.265,0.244,0.012,0.038,1.463,0.264,17.152,0.058,0,0,0,0,0,1,1,"SN2017ciy",256.02871,25.05275
284,"ASASSN-17bs","FOUND",0.02056,8.5E-4,0.02014,0.02039,15.312,0.248,0.063,0.037,-1.012,0.155,15.659,0.064,0,0,0,0,0,1,1,"ASASSN-17bs",268.02554,21.56606
186,"ATLAS16cxr","FOUND",0.01542,0.00131,0.01518,0.01552,15.09,0.372,0.046,0.038,-0.049,0.093,15.357,0.081,0,0,0,0,0,0,1,"ATLAS16cxr",272.02708,25.40869
183,"2005de","LOSS1",0.01519,8.5E-4,0.01495,0.01526,14.926,0.265,0.017,0.025,-0.493,0.033,15.124,0.061,0,0,0,0,0,0,1,"SN 2005de",270.60308,26.043
202,"2001bf","LOSS1",0.01581,8.6E-4,0.01556,0.01587,14.74,0.238,-0.087,0.041,0.881,0.052,14.406,0.063,1,0,0,0,0,0,1,"SN 2001bf",270.39162,26.25064
203,"2001bf","CfA3S",0.01581,8.6E-4,0.01556,0.01587,14.647,0.217,-0.019,0.03,0.536,0.082,14.521,0.064,1,0,0,0,0,0,1,"SN 2001bf",270.39162,26.25064
329,"2000cn","LOSS1",0.02298,8.5E-4,0.0226,0.02289,15.746,0.266,0.071,0.043,-2.476,0.105,16.306,0.046,1,0,0,0,0,0,1,"SN 2000cn",269.41842,27.83281
330,"2000cn","CfA2",0.02298,8.5E-4,0.0226,0.02289,15.718,0.236,0.075,0.029,-2.565,0.159,16.301,0.044,1,0,0,0,0,0,1,"SN 2000cn",269.41842,27.83281
417,"2007co","LOSS1",0.02731,8.6E-4,0.02655,0.02696,16.091,0.229,0.022,0.031,-0.066,0.056,16.233,0.069,1,0,0,1,2,0,1,"SN 2007co",275.765,29.89711
418,"2007co","SOUSA",0.02731,8.6E-4,0.02655,0.02696,15.859,0.346,0.067,0.059,-0.698,0.377,16.232,0.076,1,0,0,1,2,0,1,"SN 2007co",275.765,29.89711
419,"2007co","CfA3K",0.02731,8.6E-4,0.02655,0.02696,15.974,0.26,0.055,0.031,-0.21,0.062,16.237,0.069,1,0,0,1,2,0,1,"SN 2007co",275.765,29.89711
317,"2002cu","LOSS1",0.02236,8.5E-4,0.02217,0.02252,15.528,0.223,-0.003,0.028,-1.851,0.064,15.865,0.046,0,0,0,0,0,0,1,"SN 2002cu",272.71,31.10897
371,"PS16ccn","FOUND",0.02457,8.7E-4,0.02395,0.02431,15.925,0.187,-0.125,0.035,0.378,0.111,15.606,0.056,0,0,0,0,0,0,1,"PS16ccn",273.1225,31.27981
332,"2009jb","SOUSA",0.02307,8.6E-4,0.02324,0.02338,15.514,0.339,0.022,0.059,-0.075,0.517,15.662,0.049,0,0,0,0,0,0,1,"SN 2009jb",260.924,30.4971
16,"2005df","LOWZ",0.00407,8.4E-4,0.00435,0.00435,12.14,0.476,-0.059,0.027,-0.104,0.08,12.016,0.036,0,0,0,0,0,0,1,"SN 2005df",64.40771,-62.76931
17,"2005df\_ANU","LOWZ",0.00407,8.4E-4,0.00435,0.00435,12.125,0.479,-0.077,0.026,-0.018,0.054,11.981,0.034,0,0,0,0,0,0,0,"SN 2005df",64.40771,-62.76931
616,"1992bh","LOWZ",0.0444,0.00218,0.0451,0.045,17.298,0.269,0.024,0.045,-0.008,0.15,17.349,0.038,0,0,0,0,0,0,1,"SN 1992bh",74.86479,-58.82894
11,"2001el","LOWZ",0.00333,8.4E-4,0.00357,0.00379,12.248,0.59,0.074,0.025,-0.131,0.027,12.472,0.031,0,0,0,0,0,0,1,"SN 2001el",56.1275,-44.63983
15,"2021pit","SOUSA",0.00384,8.4E-4,0.00366,0.00388,11.747,0.566,0.072,0.042,-0.042,0.122,12.087,0.038,0,0,0,0,0,0,1,"SN 2021pit",56.12583,-44.63258
42,"1981D","LOWZ",0.00616,8.4E-4,0.00551,0.00587,11.655,0.524,0.161,0.059,-1.152,0.362,12.275,0.06,0,0,0,0,0,0,1,"SN 1981D",50.6625,-37.235
22,"1980N","LOWZ",0.00482,8.4E-4,0.0046,0.00495,11.995,0.558,-0.011,0.028,-1.143,0.118,12.147,0.033,0,0,0,0,0,0,1,"SN 1980N",50.74583,-37.21333
43,"2006dd","LOWZ",0.00616,8.4E-4,0.00551,0.00587,11.933,0.451,0.021,0.026,-0.286,0.044,12.038,0.032,0,0,1,0,0,0,1,"SN 2006dd",50.6735,-37.20367
686,"1992bs","LOWZ",0.06372,9.0E-4,0.0637,0.06405,18.099,0.205,-0.047,0.048,-0.255,0.125,18.009,0.041,0,0,0,0,0,0,1,"SN 1992bs",52.36333,-37.27192
23,"2012fr","SOUSA",0.00483,8.5E-4,0.0046,0.00492,11.88,0.446,0.048,0.042,1.495,0.133,11.792,0.04,0,0,0,0,0,0,1,"SN 2012fr",53.39996,-36.12714
25,"2012fr","CSP",0.00483,8.5E-4,0.0046,0.00492,11.97,0.41,-0.036,0.021,1.158,0.036,11.711,0.024,0,0,0,0,0,0,1,"SN 2012fr",53.39996,-36.12714
56,"2011iv","CSP",0.00668,8.5E-4,0.00594,0.00625,11.969,0.42,-0.056,0.022,-1.897,0.036,12.162,0.023,0,0,0,0,0,0,1,"SN 2011iv",54.714,-35.5922
24,"2007on","CSP",0.00483,8.5E-4,0.0046,0.00491,12.4,0.564,0.003,0.024,-2.221,0.044,12.749,0.024,0,0,1,0,0,0,1,"SN 2007on",54.71208,-35.575
27,"2007on","SOUSA",0.00483,8.5E-4,0.0046,0.00491,12.511,0.574,-0.018,0.041,-2.282,0.085,12.814,0.035,0,0,1,0,0,0,1,"SN 2007on",54.71208,-35.575
26,"1992A","LOWZ",0.00483,8.5E-4,0.0046,0.00492,12.087,0.562,-0.03,0.025,-1.675,0.038,12.274,0.03,0,0,0,0,0,0,1,"SN 1992A",54.11421,-34.95872
392,"2018jjd","CNIa0.02",0.02521,8.6E-4,0.02547,0.0256,15.731,0.183,-0.103,0.029,0.709,0.106,15.41,0.039,0,0,0,0,0,0,1,"SN 2018jjd",66.08354,-31.98744
283,"2007st","CSP",0.02056,8.5E-4,0.02061,0.02113,15.164,0.215,0.034,0.025,-1.629,0.053,15.502,0.03,0,0,1,0,0,0,1,"SN 2007st",27.17696,-48.64939
1322,"1258906","DES",0.34912,0.00123,0.34918,0.35013,22.029,0.204,-0.001,0.036,-0.02,0.31,22.07,0.049,0,0,0,0,2,0,1,"DES13E2tbn",10.26201,-44.39409
1110,"1303883","DES",0.25904,0.00511,0.25911,0.26,21.289,0.161,-0.053,0.031,0.609,0.215,21.066,0.037,0,0,0,0,2,0,1,"DES15E2dzb",8.86327,-44.9171
1312,"1336009","DES",0.34169,0.00123,0.34176,0.3427,21.959,0.32,0.14,0.036,-0.449,0.346,22.513,0.045,0,0,0,0,2,0,1,"DES15E2mhv",8.91619,-44.89373
1356,"1283936","DES",0.36857,0.00125,0.36862,0.3696,22.21,0.344,0.192,0.059,0.086,0.588,22.827,0.081,0,0,0,0,2,0,1,"DES15E2so",8.87756,-44.37133
965,"1327978","DES",0.20691,0.00112,0.20699,0.20786,20.67,0.279,0.045,0.048,0.022,0.579,20.79,0.051,0,0,0,0,2,0,1,"DES15E2kvn",8.27995,-44.14016
1402,"1341370","DES",0.40895,0.00514,0.409,0.41,22.447,0.239,0.016,0.038,1.098,0.564,22.396,0.055,0,0,0,0,2,0,1,"DES15E2nlz",8.9639,-44.6767
1034,"1302648","DES",0.23164,0.00114,0.23171,0.23259,20.835,0.236,0.101,0.031,-0.687,0.22,21.211,0.037,0,0,0,0,2,0,1,"DES14E2fyd",10.00261,-44.05412
1183,"1289288","DES",0.28995,0.00119,0.29001,0.29093,21.486,0.27,0.09,0.046,-0.973,0.498,21.861,0.051,0,0,0,0,2,0,1,"DES15E2cwm",10.17891,-43.94834
1498,"1335472","DES",0.50593,0.00135,0.50598,0.50705,22.826,0.165,-0.047,0.032,-0.074,0.359,22.695,0.038,0,0,0,0,2,0,1,"DES15E2mhj",9.55531,-44.04953
1227,"1281668","DES",0.30691,0.0012,0.30697,0.30791,21.704,0.148,-0.125,0.031,0.197,0.278,21.383,0.036,0,0,0,0,2,0,1,"DES15E2nk",9.41053,-43.92034
1539,"1337117","DES",0.55384,0.00139,0.55389,0.555,22.83,0.175,-0.091,0.033,0.512,0.326,22.561,0.035,0,0,0,0,2,0,1,"DES15E2msq",10.18154,-43.6449
1441,"1336008","DES",0.4376,0.0013,0.43765,0.43867,22.372,0.164,-0.067,0.029,0.671,0.32,22.135,0.037,0,0,0,0,2,0,1,"DES15E2mhy",10.32122,-43.88623
1035,"1275946","DES",0.23205,0.00114,0.23212,0.233,20.952,0.157,-0.079,0.027,1.514,0.157,20.583,0.032,0,0,0,0,2,0,1,"DES15E2bo",10.40397,-43.63778
1455,"1320166","DES",0.44891,0.00514,0.44896,0.45,22.735,0.214,-0.033,0.039,0.363,0.484,22.624,0.048,0,0,0,0,2,0,1,"DES14E2slo",9.34641,-43.87192
1187,"1291090","DES",0.29193,0.00119,0.29199,0.29292,21.508,0.176,-0.093,0.032,1.175,0.226,21.141,0.04,0,0,0,0,2,0,1,"DES14E2u",9.46305,-43.72146
1546,"1285317","DES",0.56437,0.0014,0.56441,0.56555,23.14,0.219,-0.066,0.041,0.151,0.583,22.959,0.053,0,0,0,0,2,0,1,"DES15E2uc",9.47253,-43.31452
1366,"1291957","DES",0.37138,0.00125,0.37143,0.37244,22.081,0.166,-0.051,0.033,0.508,0.258,21.906,0.047,0,0,0,0,2,0,1,"DES14E1tb",7.20002,-43.56227
1239,"1338128","DES",0.31179,0.0012,0.31185,0.3128,21.785,0.209,-0.016,0.034,-0.711,0.332,21.88,0.044,0,0,0,0,2,0,1,"DES15E1nei",8.08366,-43.74083
1448,"1328105","DES",0.44149,0.0013,0.44154,0.44259,22.429,0.182,-0.054,0.036,0.114,0.424,22.262,0.049,0,0,0,0,2,0,1,"DES15E1kvp",8.18706,-43.57693
822,"1293758","DES",0.14803,0.00108,0.14812,0.14896,19.976,0.183,-0.061,0.039,-1.33,0.172,20.023,0.035,0,0,0,0,2,0,1,"DES14E1anf",8.48387,-43.34972
919,"1273127","DES",0.18929,0.00111,0.18937,0.19024,20.683,0.227,0.006,0.043,-1.624,0.595,20.944,0.072,0,0,0,0,0,0,1,"DES15E1u",8.55632,-43.27595
1464,"1334302","DES",0.45458,0.00131,0.45463,0.4557,22.534,0.207,-0.032,0.039,-1.044,0.525,22.582,0.048,0,0,0,0,2,0,1,"DES15E1mar",7.36735,-43.38816
1461,"1290127","DES",0.45218,0.00131,0.45223,0.4533,22.743,0.319,-0.09,0.051,1.295,0.765,22.391,0.102,0,0,0,0,0,0,1,"DES14E1gw",6.69083,-43.43403
1533,"1306980","DES",0.54881,0.00516,0.54886,0.55,22.917,0.378,0.05,0.066,-1.01,0.777,23.099,0.086,0,0,0,0,2,0,1,"DES15E1ebw",7.03607,-43.29156
1385,"1338170","DES",0.38672,0.00126,0.38677,0.3878,22.126,0.269,0.043,0.046,-0.428,0.649,22.345,0.06,0,0,0,0,2,0,1,"DES15E1neh",6.66989,-42.96407
1462,"1253101","DES",0.45328,0.00131,0.45333,0.4544,22.542,0.206,0.005,0.033,1.374,0.365,22.436,0.041,0,0,0,0,2,0,1,"DES13E1goh",7.46512,-43.13777
1555,"1337228","DES",0.57737,0.00141,0.57741,0.57858,23.392,0.29,-0.075,0.075,-0.747,0.757,23.282,0.09,0,0,0,0,2,0,1,"DES15E1mvi",7.52477,-43.03413
1550,"1317454","DES",0.56879,0.00517,0.56883,0.57,22.988,0.261,0.046,0.044,-0.271,0.568,23.099,0.047,0,0,0,0,2,0,1,"DES14E1rpk",8.0244,-42.66624
1010,"1331123","DES",0.2215,0.00113,0.22157,0.22248,20.941,0.164,-0.006,0.031,-1.597,0.2,21.165,0.037,0,0,0,0,2,0,1,"DES15E1lew",8.03634,-42.55418
1578,"1302141","DES",0.60876,0.00518,0.6088,0.61,23.175,0.349,0.033,0.064,0.273,0.732,23.188,0.071,0,0,0,0,2,0,1,"DES15E1cwo",7.83045,-42.5014
1421,"1306991","DES",0.42195,0.00129,0.42199,0.42306,22.281,0.269,-0.065,0.059,-0.599,0.691,22.193,0.094,0,0,0,0,2,0,1,"DES15E1ece",8.46814,-42.09476
1355,"1343533","DES",0.36839,0.00125,0.36844,0.36947,22.295,0.335,-0.013,0.069,-0.893,1.168,22.38,0.079,0,0,0,0,2,0,1,"DES15E1ods",7.35839,-42.26735
903,"1257695","DES",0.18375,0.00111,0.18383,0.18472,20.427,0.149,-0.128,0.026,0.379,0.091,20.09,0.032,0,0,0,0,2,0,1,"DES13E1sae",7.60161,-42.29824
1454,"1328066","DES",0.44886,0.00514,0.4489,0.45,22.632,0.22,-0.134,0.038,0.763,0.447,22.232,0.056,0,0,0,0,2,0,1,"DES15E1kst",7.31725,-42.0522
248,"1992bo","LOWZ",0.01808,8.6E-4,0.01805,0.01884,15.355,0.2,-0.064,0.028,-2.004,0.064,15.507,0.035,0,0,0,0,0,0,1,"SN 1992bo",20.4935,-34.21208
267,"1992bc","LOWZ",0.02006,8.6E-4,0.01976,0.02017,15.259,0.198,-0.138,0.026,0.856,0.072,14.844,0.032,1,0,0,0,0,0,1,"SN 1992bc",46.31687,-39.55961
987,"1249851","DES",0.21507,0.00113,0.21511,0.21552,20.63,0.477,0.011,0.094,-2.074,0.73,20.967,0.128,0,0,0,0,0,0,1,"DES13C2dyc",55.21803,-29.39998
1300,"1346966","DES",0.3351,0.00122,0.33513,0.33558,21.771,0.176,-0.107,0.032,0.584,0.402,21.448,0.038,0,0,0,0,2,0,1,"DES15C2oxo",55.34069,-29.14934
1137,"1309288","DES",0.26791,0.00117,0.26794,0.26838,21.257,0.2,-0.111,0.046,0.515,0.442,20.919,0.063,0,0,0,0,2,0,1,"DES14C2mng",54.64487,-29.19443
